pattern	subject	algo	rounds	median_ns	ns_per_byte	ns_per_call	load1
sh1-64	f-sfx	vm	11	130.0	14.4444	14.4444	2.03
sh1-512	f-cnt2	serial	11	25081.0	1567.5625	1567.5625	2.03
sh1-512	f-cnt2	firstbyte	11	200.0	12.5000	12.5000	2.03
sh1-512	f-cnt2	trie	11	220.0	13.7500	13.7500	2.03
sh1-512	f-cnt2	hash2	11	280.0	17.5000	17.5000	2.03
sh1-512	f-cnt2	hash4	11	790.0	49.3750	49.3750	2.03
sh1-512	f-cnt2	vm	11	220.0	13.7500	13.7500	2.03
sh1-512	f-nar4	serial	11	14351.0	1594.5556	1594.5556	2.03
sh1-512	f-nar4	firstbyte	11	120.0	13.3333	13.3333	2.03
sh1-512	f-nar4	trie	11	140.0	15.5556	15.5556	2.03
sh1-512	f-nar4	hash2	11	170.0	18.8889	18.8889	2.03
sh1-512	f-nar4	hash4	11	450.0	50.0000	50.0000	2.03
sh1-512	f-nar4	vm	11	130.0	14.4444	14.4444	2.03
sh1-512	f-w0	serial	11	19190.0	1599.1667	1599.1667	2.03
sh1-512	f-w0	firstbyte	11	150.0	12.5000	12.5000	2.03
sh1-512	f-w0	trie	11	180.0	15.0000	15.0000	2.03
sh1-512	f-w0	hash2	11	220.0	18.3333	18.3333	2.03
sh1-512	f-w0	hash4	11	600.0	50.0000	50.0000	2.03
sh1-512	f-w0	vm	11	170.0	14.1667	14.1667	2.03
sh1-512	f-s4095	serial	11	6540.0	1635.0000	1635.0000	2.03
sh1-512	f-s4095	firstbyte	11	2400.0	600.0000	600.0000	2.03
sh1-512	f-s4095	trie	11	90.0	22.5000	22.5000	2.03
sh1-512	f-s4095	hash2	11	190.0	47.5000	47.5000	2.03
sh1-512	f-s4095	hash4	11	220.0	55.0000	55.0000	2.03
sh1-512	f-s4095	vm	11	100.0	25.0000	25.0000	2.03
sh1-512	f-s0	serial	11	6420.0	1605.0000	1605.0000	2.03
sh1-512	f-s0	firstbyte	11	2340.0	585.0000	585.0000	2.03
sh1-512	f-s0	trie	11	110.0	27.5000	27.5000	2.03
sh1-512	f-s0	hash2	11	200.0	50.0000	50.0000	2.03
sh1-512	f-s0	hash4	11	220.0	55.0000	55.0000	2.03
sh1-512	f-s0	vm	11	100.0	25.0000	25.0000	2.03
sh1-512	t-128k-clean	serial	11	181825944.0	1387.2219	1387.2219	2.03
sh1-512	t-128k-clean	firstbyte	11	10141884.0	77.3764	77.3764	2.03
sh1-512	t-128k-clean	trie	11	1719519.0	13.1189	13.1189	2.03
sh1-512	t-128k-clean	hash2	11	2563734.0	19.5597	19.5597	2.03
sh1-512	t-128k-clean	hash4	11	7030098.0	53.6354	53.6354	2.03
sh1-512	t-128k-clean	vm	11	1633978.0	12.4663	12.4663	2.03
sh1-512	f-w511	serial	11	9220.0	1536.6667	1536.6667	2.03
sh1-512	f-w511	firstbyte	11	90.0	15.0000	15.0000	2.03
sh1-512	f-w511	trie	11	100.0	16.6667	16.6667	2.03
sh1-512	f-w511	hash2	11	120.0	20.0000	20.0000	2.03
sh1-512	f-w511	hash4	11	320.0	53.3333	53.3333	2.03
sh1-512	f-w511	vm	11	100.0	16.6667	16.6667	2.03
sh1-512	f-prefix	serial	11	18050.0	1640.9091	1640.9091	2.03
sh1-512	f-prefix	firstbyte	11	140.0	12.7273	12.7273	2.03
sh1-512	f-prefix	trie	11	160.0	14.5455	14.5455	2.03
sh1-512	f-prefix	hash2	11	200.0	18.1818	18.1818	2.03
sh1-512	f-prefix	hash4	11	550.0	50.0000	50.0000	2.03
sh1-512	f-prefix	vm	11	160.0	14.5455	14.5455	2.03
sh1-512	f-w2047	serial	11	12630.0	1578.7500	1578.7500	2.03
sh1-512	f-w2047	firstbyte	11	110.0	13.7500	13.7500	2.03
sh1-512	f-w2047	trie	11	130.0	16.2500	16.2500	2.03
sh1-512	f-w2047	hash2	11	150.0	18.7500	18.7500	2.03
sh1-512	f-w2047	hash4	11	410.0	51.2500	51.2500	2.03
sh1-512	f-w2047	vm	11	120.0	15.0000	15.0000	2.03
sh1-512	f-w7	serial	11	5740.0	1435.0000	1435.0000	2.03
sh1-512	f-w7	firstbyte	11	70.0	17.5000	17.5000	2.03
sh1-512	f-w7	trie	11	80.0	20.0000	20.0000	2.03
sh1-512	f-w7	hash2	11	90.0	22.5000	22.5000	2.03
sh1-512	f-w7	hash4	11	220.0	55.0000	55.0000	2.03
sh1-512	f-w7	vm	11	80.0	20.0000	20.0000	2.03
sh1-512	t-512k-sparse	serial	11	726599505.0	1385.8786	1385.8786	2.02
sh1-512	t-512k-sparse	firstbyte	11	40057343.0	76.4033	76.4033	2.02
sh1-512	t-512k-sparse	trie	11	6875377.0	13.1137	13.1137	2.02
sh1-512	t-512k-sparse	hash2	11	10233955.0	19.5197	19.5197	2.02
sh1-512	t-512k-sparse	hash4	11	28228390.0	53.8414	53.8414	2.02
sh1-512	t-512k-sparse	vm	11	6529265.0	12.4536	12.4536	2.02
sh1-512	t-128k-dense	serial	11	181752394.0	1386.6607	1386.6607	2.02
sh1-512	t-128k-dense	firstbyte	11	10378565.0	79.1822	79.1822	2.02
sh1-512	t-128k-dense	trie	11	1737859.0	13.2588	13.2588	2.02
sh1-512	t-128k-dense	hash2	11	2584724.0	19.7199	19.7199	2.02
sh1-512	t-128k-dense	hash4	11	7040577.0	53.7153	53.7153	2.02
sh1-512	t-128k-dense	vm	11	1646589.0	12.5625	12.5625	2.02
sh1-512	f-sh1	serial	11	6410.0	1282.0000	1282.0000	2.02
sh1-512	f-sh1	firstbyte	11	2321.0	464.2000	464.2000	2.02
sh1-512	f-sh1	trie	11	120.0	24.0000	24.0000	2.02
sh1-512	f-sh1	hash2	11	170.0	34.0000	34.0000	2.02
sh1-512	f-sh1	hash4	11	300.0	60.0000	60.0000	2.02
sh1-512	f-sh1	vm	11	100.0	20.0000	20.0000	2.02
sh1-512	f-glued	serial	11	27880.0	1548.8889	1548.8889	2.02
sh1-512	f-glued	firstbyte	11	220.0	12.2222	12.2222	2.02
sh1-512	f-glued	trie	11	250.0	13.8889	13.8889	2.02
sh1-512	f-glued	hash2	11	310.0	17.2222	17.2222	2.02
sh1-512	f-glued	hash4	11	890.0	49.4444	49.4444	2.02
sh1-512	f-glued	vm	11	240.0	13.3333	13.3333	2.02
sh1-512	f-w255	serial	11	11880.0	1697.1429	1697.1429	2.02
sh1-512	f-w255	firstbyte	11	2450.0	350.0000	350.0000	2.02
sh1-512	f-w255	trie	11	150.0	21.4286	21.4286	2.02
sh1-512	f-w255	hash2	11	270.0	38.5714	38.5714	2.02
sh1-512	f-w255	hash4	11	390.0	55.7143	55.7143	2.02
sh1-512	f-w255	vm	11	140.0	20.0000	20.0000	2.02
sh1-512	f-pfx3	serial	11	12660.0	1582.5000	1582.5000	2.02
sh1-512	f-pfx3	firstbyte	11	110.0	13.7500	13.7500	2.02
sh1-512	f-pfx3	trie	11	130.0	16.2500	16.2500	2.02
sh1-512	f-pfx3	hash2	11	150.0	18.7500	18.7500	2.02
sh1-512	f-pfx3	hash4	11	430.0	53.7500	53.7500	2.02
sh1-512	f-pfx3	vm	11	120.0	15.0000	15.0000	2.02
sh1-512	t-128k-sparse	serial	11	181389623.0	1383.8930	1383.8930	2.02
sh1-512	t-128k-sparse	firstbyte	11	10085054.0	76.9429	76.9429	2.02
sh1-512	t-128k-sparse	trie	11	1720459.0	13.1261	13.1261	2.02
sh1-512	t-128k-sparse	hash2	11	2561593.0	19.5434	19.5434	2.02
sh1-512	t-128k-sparse	hash4	11	7026557.0	53.6084	53.6084	2.02
sh1-512	t-128k-sparse	vm	11	1634959.0	12.4737	12.4737	2.02
sh1-512	f-bg	serial	11	13560.0	1695.0000	1695.0000	2.02
sh1-512	f-bg	firstbyte	11	3960.0	495.0000	495.0000	2.02
sh1-512	f-bg	trie	11	160.0	20.0000	20.0000	2.02
sh1-512	f-bg	hash2	11	250.0	31.2500	31.2500	2.02
sh1-512	f-bg	hash4	11	460.0	57.5000	57.5000	2.02
sh1-512	f-bg	vm	11	140.0	17.5000	17.5000	2.02
sh1-512	f-upper	serial	11	19350.0	1612.5000	1612.5000	2.02
sh1-512	f-upper	firstbyte	11	150.0	12.5000	12.5000	2.02
sh1-512	f-upper	trie	11	180.0	15.0000	15.0000	2.02
sh1-512	f-upper	hash2	11	220.0	18.3333	18.3333	2.02
sh1-512	f-upper	hash4	11	630.0	52.5000	52.5000	2.02
sh1-512	f-upper	vm	11	170.0	14.1667	14.1667	2.02
sh1-512	f-near	serial	11	19140.0	1595.0000	1595.0000	2.02
sh1-512	f-near	firstbyte	11	150.0	12.5000	12.5000	2.02
sh1-512	f-near	trie	11	180.0	15.0000	15.0000	2.02
sh1-512	f-near	hash2	11	220.0	18.3333	18.3333	2.02
sh1-512	f-near	hash4	11	600.0	50.0000	50.0000	2.02
sh1-512	f-near	vm	11	170.0	14.1667	14.1667	2.02
sh1-512	f-sfx	serial	11	14300.0	1588.8889	1588.8889	2.02
sh1-512	f-sfx	firstbyte	11	120.0	13.3333	13.3333	2.02
sh1-512	f-sfx	trie	11	140.0	15.5556	15.5556	2.02
sh1-512	f-sfx	hash2	11	170.0	18.8889	18.8889	2.02
sh1-512	f-sfx	hash4	11	450.0	50.0000	50.0000	2.02
sh1-512	f-sfx	vm	11	140.0	15.5556	15.5556	2.02
sh1-256	f-cnt2	serial	11	11820.0	738.7500	738.7500	2.02
sh1-256	f-cnt2	firstbyte	11	200.0	12.5000	12.5000	2.02
sh1-256	f-cnt2	trie	11	220.0	13.7500	13.7500	2.02
sh1-256	f-cnt2	hash2	11	280.0	17.5000	17.5000	2.02
sh1-256	f-cnt2	hash4	11	570.0	35.6250	35.6250	2.02
sh1-256	f-cnt2	vm	11	210.0	13.1250	13.1250	2.02
sh1-256	f-nar4	serial	11	6780.0	753.3333	753.3333	2.02
sh1-256	f-nar4	firstbyte	11	120.0	13.3333	13.3333	2.02
sh1-256	f-nar4	trie	11	140.0	15.5556	15.5556	2.02
sh1-256	f-nar4	hash2	11	170.0	18.8889	18.8889	2.02
sh1-256	f-nar4	hash4	11	340.0	37.7778	37.7778	2.02
sh1-256	f-nar4	vm	11	140.0	15.5556	15.5556	2.02
sh1-256	f-w0	serial	11	9060.0	755.0000	755.0000	2.02
sh1-256	f-w0	firstbyte	11	150.0	12.5000	12.5000	2.02
sh1-256	f-w0	trie	11	180.0	15.0000	15.0000	2.02
sh1-256	f-w0	hash2	11	210.0	17.5000	17.5000	2.02
sh1-256	f-w0	hash4	11	440.0	36.6667	36.6667	2.02
sh1-256	f-w0	vm	11	170.0	14.1667	14.1667	2.02
sh1-256	f-s4095	serial	11	3200.0	800.0000	800.0000	2.02
sh1-256	f-s4095	firstbyte	11	1210.0	302.5000	302.5000	2.02
sh1-256	f-s4095	trie	11	90.0	22.5000	22.5000	2.02
sh1-256	f-s4095	hash2	11	130.0	32.5000	32.5000	2.02
sh1-256	f-s4095	hash4	11	190.0	47.5000	47.5000	2.02
sh1-256	f-s4095	vm	11	90.0	22.5000	22.5000	2.02
sh1-256	f-s0	serial	11	3110.0	777.5000	777.5000	2.02
sh1-256	f-s0	firstbyte	11	1160.0	290.0000	290.0000	2.02
sh1-256	f-s0	trie	11	110.0	27.5000	27.5000	2.02
sh1-256	f-s0	hash2	11	130.0	32.5000	32.5000	2.02
sh1-256	f-s0	hash4	11	170.0	42.5000	42.5000	2.02
sh1-256	f-s0	vm	11	100.0	25.0000	25.0000	2.02
sh1-256	t-128k-clean	serial	11	88026357.0	671.5878	671.5878	2.02
sh1-256	t-128k-clean	firstbyte	11	5754360.0	43.9023	43.9023	2.02
sh1-256	t-128k-clean	trie	11	1695558.0	12.9361	12.9361	2.02
sh1-256	t-128k-clean	hash2	11	2374883.0	18.1189	18.1189	2.02
sh1-256	t-128k-clean	hash4	11	4949677.0	37.7630	37.7630	2.02
sh1-256	t-128k-clean	vm	11	1619438.0	12.3553	12.3553	2.02
sh1-256	f-w511	serial	11	4470.0	745.0000	745.0000	2.02
sh1-256	f-w511	firstbyte	11	90.0	15.0000	15.0000	2.02
sh1-256	f-w511	trie	11	100.0	16.6667	16.6667	2.02
sh1-256	f-w511	hash2	11	120.0	20.0000	20.0000	2.02
sh1-256	f-w511	hash4	11	260.0	43.3333	43.3333	2.02
sh1-256	f-w511	vm	11	100.0	16.6667	16.6667	2.02
sh1-256	f-prefix	serial	11	8540.0	776.3636	776.3636	2.02
sh1-256	f-prefix	firstbyte	11	140.0	12.7273	12.7273	2.02
sh1-256	f-prefix	trie	11	160.0	14.5455	14.5455	2.02
sh1-256	f-prefix	hash2	11	200.0	18.1818	18.1818	2.02
sh1-256	f-prefix	hash4	11	400.0	36.3636	36.3636	2.02
sh1-256	f-prefix	vm	11	160.0	14.5455	14.5455	2.02
sh1-256	f-w2047	serial	11	5980.0	747.5000	747.5000	2.02
sh1-256	f-w2047	firstbyte	11	110.0	13.7500	13.7500	2.02
sh1-256	f-w2047	trie	11	130.0	16.2500	16.2500	2.02
sh1-256	f-w2047	hash2	11	150.0	18.7500	18.7500	2.02
sh1-256	f-w2047	hash4	11	300.0	37.5000	37.5000	2.02
sh1-256	f-w2047	vm	11	120.0	15.0000	15.0000	2.02
sh1-256	f-w7	serial	11	2820.0	705.0000	705.0000	2.02
sh1-256	f-w7	firstbyte	11	70.0	17.5000	17.5000	2.02
sh1-256	f-w7	trie	11	80.0	20.0000	20.0000	2.02
sh1-256	f-w7	hash2	11	90.0	22.5000	22.5000	2.02
sh1-256	f-w7	hash4	11	160.0	40.0000	40.0000	2.02
sh1-256	f-w7	vm	11	80.0	20.0000	20.0000	2.02
sh1-256	t-512k-sparse	serial	11	353749117.0	674.7229	674.7229	2.10
sh1-256	t-512k-sparse	firstbyte	11	22658800.0	43.2182	43.2182	2.10
sh1-256	t-512k-sparse	trie	11	6770546.0	12.9138	12.9138	2.10
sh1-256	t-512k-sparse	hash2	11	9496881.0	18.1139	18.1139	2.10
sh1-256	t-512k-sparse	hash4	11	19656314.0	37.4914	37.4914	2.10
sh1-256	t-512k-sparse	vm	11	6465584.0	12.3321	12.3321	2.10
sh1-256	t-128k-dense	serial	11	88082377.0	672.0152	672.0152	2.10
sh1-256	t-128k-dense	firstbyte	11	5871031.0	44.7924	44.7924	2.10
sh1-256	t-128k-dense	trie	11	1700519.0	12.9739	12.9739	2.10
sh1-256	t-128k-dense	hash2	11	2377272.0	18.1371	18.1371	2.10
sh1-256	t-128k-dense	hash4	11	5005786.0	38.1911	38.1911	2.10
sh1-256	t-128k-dense	vm	11	1622399.0	12.3779	12.3779	2.10
sh1-256	f-sh1	serial	11	3140.0	628.0000	628.0000	2.10
sh1-256	f-sh1	firstbyte	11	1190.0	238.0000	238.0000	2.10
sh1-256	f-sh1	trie	11	100.0	20.0000	20.0000	2.10
sh1-256	f-sh1	hash2	11	150.0	30.0000	30.0000	2.10
sh1-256	f-sh1	hash4	11	230.0	46.0000	46.0000	2.10
sh1-256	f-sh1	vm	11	100.0	20.0000	20.0000	2.10
sh1-256	f-glued	serial	11	13320.0	740.0000	740.0000	2.10
sh1-256	f-glued	firstbyte	11	220.0	12.2222	12.2222	2.10
sh1-256	f-glued	trie	11	250.0	13.8889	13.8889	2.10
sh1-256	f-glued	hash2	11	310.0	17.2222	17.2222	2.10
sh1-256	f-glued	hash4	11	640.0	35.5556	35.5556	2.10
sh1-256	f-glued	vm	11	240.0	13.3333	13.3333	2.10
sh1-256	f-w255	serial	11	5620.0	802.8571	802.8571	2.10
sh1-256	f-w255	firstbyte	11	1320.0	188.5714	188.5714	2.10
sh1-256	f-w255	trie	11	150.0	21.4286	21.4286	2.10
sh1-256	f-w255	hash2	11	200.0	28.5714	28.5714	2.10
sh1-256	f-w255	hash4	11	310.0	44.2857	44.2857	2.10
sh1-256	f-w255	vm	11	140.0	20.0000	20.0000	2.10
sh1-256	f-pfx3	serial	11	6080.0	760.0000	760.0000	2.10
sh1-256	f-pfx3	firstbyte	11	110.0	13.7500	13.7500	2.10
sh1-256	f-pfx3	trie	11	130.0	16.2500	16.2500	2.10
sh1-256	f-pfx3	hash2	11	150.0	18.7500	18.7500	2.10
sh1-256	f-pfx3	hash4	11	310.0	38.7500	38.7500	2.10
sh1-256	f-pfx3	vm	11	120.0	15.0000	15.0000	2.10
sh1-256	t-128k-sparse	serial	11	88255748.0	673.3379	673.3379	2.09
sh1-256	t-128k-sparse	firstbyte	11	5709380.0	43.5591	43.5591	2.09
sh1-256	t-128k-sparse	trie	11	1694569.0	12.9285	12.9285	2.09
sh1-256	t-128k-sparse	hash2	11	2370413.0	18.0848	18.0848	2.09
sh1-256	t-128k-sparse	hash4	11	4967166.0	37.8965	37.8965	2.09
sh1-256	t-128k-sparse	vm	11	1617488.0	12.3405	12.3405	2.09
sh1-256	f-bg	serial	11	6550.0	818.7500	818.7500	2.09
sh1-256	f-bg	firstbyte	11	2010.0	251.2500	251.2500	2.09
sh1-256	f-bg	trie	11	140.0	17.5000	17.5000	2.09
sh1-256	f-bg	hash2	11	210.0	26.2500	26.2500	2.09
sh1-256	f-bg	hash4	11	330.0	41.2500	41.2500	2.09
sh1-256	f-bg	vm	11	130.0	16.2500	16.2500	2.09
sh1-256	f-upper	serial	11	9240.0	770.0000	770.0000	2.09
sh1-256	f-upper	firstbyte	11	150.0	12.5000	12.5000	2.09
sh1-256	f-upper	trie	11	180.0	15.0000	15.0000	2.09
sh1-256	f-upper	hash2	11	220.0	18.3333	18.3333	2.09
sh1-256	f-upper	hash4	11	440.0	36.6667	36.6667	2.09
sh1-256	f-upper	vm	11	170.0	14.1667	14.1667	2.09
sh1-256	f-near	serial	11	9100.0	758.3333	758.3333	2.09
sh1-256	f-near	firstbyte	11	150.0	12.5000	12.5000	2.09
sh1-256	f-near	trie	11	180.0	15.0000	15.0000	2.09
sh1-256	f-near	hash2	11	220.0	18.3333	18.3333	2.09
sh1-256	f-near	hash4	11	470.0	39.1667	39.1667	2.09
sh1-256	f-near	vm	11	170.0	14.1667	14.1667	2.09
sh1-256	f-sfx	serial	11	6770.0	752.2222	752.2222	2.09
sh1-256	f-sfx	firstbyte	11	120.0	13.3333	13.3333	2.09
sh1-256	f-sfx	trie	11	140.0	15.5556	15.5556	2.09
sh1-256	f-sfx	hash2	11	170.0	18.8889	18.8889	2.09
sh1-256	f-sfx	hash4	11	340.0	37.7778	37.7778	2.09
sh1-256	f-sfx	vm	11	140.0	15.5556	15.5556	2.09
pfx3-512	f-cnt2	serial	11	24730.0	1545.6250	1545.6250	2.09
pfx3-512	f-cnt2	firstbyte	11	190.0	11.8750	11.8750	2.09
pfx3-512	f-cnt2	trie	11	220.0	13.7500	13.7500	2.09
pfx3-512	f-cnt2	hash2	11	280.0	17.5000	17.5000	2.09
pfx3-512	f-cnt2	hash4	11	280.0	17.5000	17.5000	2.09
pfx3-512	f-cnt2	vm	11	220.0	13.7500	13.7500	2.09
pfx3-512	f-nar4	serial	11	13760.0	1528.8889	1528.8889	2.09
pfx3-512	f-nar4	firstbyte	11	120.0	13.3333	13.3333	2.09
pfx3-512	f-nar4	trie	11	140.0	15.5556	15.5556	2.09
pfx3-512	f-nar4	hash2	11	170.0	18.8889	18.8889	2.09
pfx3-512	f-nar4	hash4	11	160.0	17.7778	17.7778	2.09
pfx3-512	f-nar4	vm	11	130.0	14.4444	14.4444	2.09
pfx3-512	f-w0	serial	11	18630.0	1552.5000	1552.5000	2.09
pfx3-512	f-w0	firstbyte	11	150.0	12.5000	12.5000	2.09
pfx3-512	f-w0	trie	11	180.0	15.0000	15.0000	2.09
pfx3-512	f-w0	hash2	11	220.0	18.3333	18.3333	2.09
pfx3-512	f-w0	hash4	11	210.0	17.5000	17.5000	2.09
pfx3-512	f-w0	vm	11	170.0	14.1667	14.1667	2.09
pfx3-512	f-s4095	serial	11	5650.0	1412.5000	1412.5000	2.09
pfx3-512	f-s4095	firstbyte	11	70.0	17.5000	17.5000	2.09
pfx3-512	f-s4095	trie	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-s4095	hash2	11	90.0	22.5000	22.5000	2.09
pfx3-512	f-s4095	hash4	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-s4095	vm	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-s0	serial	11	5670.0	1417.5000	1417.5000	2.09
pfx3-512	f-s0	firstbyte	11	70.0	17.5000	17.5000	2.09
pfx3-512	f-s0	trie	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-s0	hash2	11	90.0	22.5000	22.5000	2.09
pfx3-512	f-s0	hash4	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-s0	vm	11	80.0	20.0000	20.0000	2.09
pfx3-512	t-128k-clean	serial	11	181782074.0	1386.8872	1386.8872	2.09
pfx3-512	t-128k-clean	firstbyte	11	9147169.0	69.7874	69.7874	2.09
pfx3-512	t-128k-clean	trie	11	1593408.0	12.1567	12.1567	2.09
pfx3-512	t-128k-clean	hash2	11	2377523.0	18.1391	18.1391	2.09
pfx3-512	t-128k-clean	hash4	11	2598623.0	19.8259	19.8259	2.09
pfx3-512	t-128k-clean	vm	11	1518788.0	11.5874	11.5874	2.09
pfx3-512	f-w511	serial	11	9280.0	1546.6667	1546.6667	2.09
pfx3-512	f-w511	firstbyte	11	2100.0	350.0000	350.0000	2.09
pfx3-512	f-w511	trie	11	100.0	16.6667	16.6667	2.09
pfx3-512	f-w511	hash2	11	120.0	20.0000	20.0000	2.09
pfx3-512	f-w511	hash4	11	110.0	18.3333	18.3333	2.09
pfx3-512	f-w511	vm	11	100.0	16.6667	16.6667	2.09
pfx3-512	f-prefix	serial	11	17350.0	1577.2727	1577.2727	2.09
pfx3-512	f-prefix	firstbyte	11	140.0	12.7273	12.7273	2.09
pfx3-512	f-prefix	trie	11	160.0	14.5455	14.5455	2.09
pfx3-512	f-prefix	hash2	11	200.0	18.1818	18.1818	2.09
pfx3-512	f-prefix	hash4	11	190.0	17.2727	17.2727	2.09
pfx3-512	f-prefix	vm	11	160.0	14.5455	14.5455	2.09
pfx3-512	f-w2047	serial	11	11991.0	1498.8750	1498.8750	2.09
pfx3-512	f-w2047	firstbyte	11	110.0	13.7500	13.7500	2.09
pfx3-512	f-w2047	trie	11	130.0	16.2500	16.2500	2.09
pfx3-512	f-w2047	hash2	11	150.0	18.7500	18.7500	2.09
pfx3-512	f-w2047	hash4	11	140.0	17.5000	17.5000	2.09
pfx3-512	f-w2047	vm	11	120.0	15.0000	15.0000	2.09
pfx3-512	f-w7	serial	11	6030.0	1507.5000	1507.5000	2.09
pfx3-512	f-w7	firstbyte	11	2070.0	517.5000	517.5000	2.09
pfx3-512	f-w7	trie	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-w7	hash2	11	90.0	22.5000	22.5000	2.09
pfx3-512	f-w7	hash4	11	80.0	20.0000	20.0000	2.09
pfx3-512	f-w7	vm	11	80.0	20.0000	20.0000	2.09
pfx3-512	t-512k-sparse	serial	11	723299298.0	1379.5839	1379.5839	2.08
pfx3-512	t-512k-sparse	firstbyte	11	37465879.0	71.4605	71.4605	2.08
pfx3-512	t-512k-sparse	trie	11	6373354.0	12.1562	12.1562	2.08
pfx3-512	t-512k-sparse	hash2	11	9601451.0	18.3133	18.3133	2.08
pfx3-512	t-512k-sparse	hash4	11	10394425.0	19.8258	19.8258	2.08
pfx3-512	t-512k-sparse	vm	11	6075283.0	11.5877	11.5877	2.08
pfx3-512	t-128k-dense	serial	11	180830519.0	1379.6274	1379.6274	2.07
pfx3-512	t-128k-dense	firstbyte	11	9389460.0	71.6359	71.6359	2.07
pfx3-512	t-128k-dense	trie	11	1600178.0	12.2084	12.2084	2.07
pfx3-512	t-128k-dense	hash2	11	2386473.0	18.2073	18.2073	2.07
pfx3-512	t-128k-dense	hash4	11	2593744.0	19.7887	19.7887	2.07
pfx3-512	t-128k-dense	vm	11	1522358.0	11.6147	11.6147	2.07
pfx3-512	f-sh1	serial	11	7061.0	1412.2000	1412.2000	2.07
pfx3-512	f-sh1	firstbyte	11	80.0	16.0000	16.0000	2.07
pfx3-512	f-sh1	trie	11	90.0	18.0000	18.0000	2.07
pfx3-512	f-sh1	hash2	11	110.0	22.0000	22.0000	2.07
pfx3-512	f-sh1	hash4	11	100.0	20.0000	20.0000	2.07
pfx3-512	f-sh1	vm	11	90.0	18.0000	18.0000	2.07
pfx3-512	f-glued	serial	11	27030.0	1501.6667	1501.6667	2.07
pfx3-512	f-glued	firstbyte	11	220.0	12.2222	12.2222	2.07
pfx3-512	f-glued	trie	11	250.0	13.8889	13.8889	2.07
pfx3-512	f-glued	hash2	11	310.0	17.2222	17.2222	2.07
pfx3-512	f-glued	hash4	11	300.0	16.6667	16.6667	2.07
pfx3-512	f-glued	vm	11	240.0	13.3333	13.3333	2.07
pfx3-512	f-w255	serial	11	10260.0	1465.7143	1465.7143	2.07
pfx3-512	f-w255	firstbyte	11	100.0	14.2857	14.2857	2.07
pfx3-512	f-w255	trie	11	120.0	17.1429	17.1429	2.07
pfx3-512	f-w255	hash2	11	140.0	20.0000	20.0000	2.07
pfx3-512	f-w255	hash4	11	130.0	18.5714	18.5714	2.07
pfx3-512	f-w255	vm	11	110.0	15.7143	15.7143	2.07
pfx3-512	f-pfx3	serial	11	10640.0	1330.0000	1330.0000	2.07
pfx3-512	f-pfx3	firstbyte	11	2130.0	266.2500	266.2500	2.07
pfx3-512	f-pfx3	trie	11	150.0	18.7500	18.7500	2.07
pfx3-512	f-pfx3	hash2	11	170.0	21.2500	21.2500	2.07
pfx3-512	f-pfx3	hash4	11	170.0	21.2500	21.2500	2.07
pfx3-512	f-pfx3	vm	11	140.0	17.5000	17.5000	2.07
pfx3-512	t-128k-sparse	serial	11	180433737.0	1376.6002	1376.6002	2.07
pfx3-512	t-128k-sparse	firstbyte	11	9238259.0	70.4823	70.4823	2.07
pfx3-512	t-128k-sparse	trie	11	1594079.0	12.1619	12.1619	2.07
pfx3-512	t-128k-sparse	hash2	11	2373793.0	18.1106	18.1106	2.07
pfx3-512	t-128k-sparse	hash4	11	2597854.0	19.8201	19.8201	2.07
pfx3-512	t-128k-sparse	vm	11	1519377.0	11.5919	11.5919	2.07
pfx3-512	f-bg	serial	11	12090.0	1511.2500	1511.2500	2.07
pfx3-512	f-bg	firstbyte	11	110.0	13.7500	13.7500	2.07
pfx3-512	f-bg	trie	11	130.0	16.2500	16.2500	2.07
pfx3-512	f-bg	hash2	11	150.0	18.7500	18.7500	2.07
pfx3-512	f-bg	hash4	11	150.0	18.7500	18.7500	2.07
pfx3-512	f-bg	vm	11	120.0	15.0000	15.0000	2.07
pfx3-512	f-upper	serial	11	18770.0	1564.1667	1564.1667	2.07
pfx3-512	f-upper	firstbyte	11	150.0	12.5000	12.5000	2.07
pfx3-512	f-upper	trie	11	180.0	15.0000	15.0000	2.07
pfx3-512	f-upper	hash2	11	220.0	18.3333	18.3333	2.07
pfx3-512	f-upper	hash4	11	210.0	17.5000	17.5000	2.07
pfx3-512	f-upper	vm	11	170.0	14.1667	14.1667	2.07
pfx3-512	f-near	serial	11	18550.0	1545.8333	1545.8333	2.07
pfx3-512	f-near	firstbyte	11	160.0	13.3333	13.3333	2.07
pfx3-512	f-near	trie	11	170.0	14.1667	14.1667	2.07
pfx3-512	f-near	hash2	11	220.0	18.3333	18.3333	2.07
pfx3-512	f-near	hash4	11	210.0	17.5000	17.5000	2.07
pfx3-512	f-near	vm	11	170.0	14.1667	14.1667	2.07
pfx3-512	f-sfx	serial	11	13750.0	1527.7778	1527.7778	2.07
pfx3-512	f-sfx	firstbyte	11	120.0	13.3333	13.3333	2.07
pfx3-512	f-sfx	trie	11	140.0	15.5556	15.5556	2.07
pfx3-512	f-sfx	hash2	11	170.0	18.8889	18.8889	2.07
