# function_census.py -- commit ed15116d53f31c499b50d6ba69018362b6f1c8a7 -- generated 2026-09-21 -- rows 935
file	start_line	end_line	span_lines	code_lines	max_depth	name	header
src/core/tune.c	252	255	4	4	1	pcrec_tune_deny_flags	header
src/dump/syntax_dump.c	100	103	4	4	1	pcrec_probe_want_names	header
src/enc/enc.h	309	312	4	4	1	pcrec_enc_ready	header
src/gen/emit_dfa.c	294	297	4	4	1	pcrec_artifact_has_dfa_scan	header
src/gen/emit_dfa.c	495	498	4	4	1	dfa_artifact_ncaps	header
src/gen/emit_dfa.c	676	679	4	4	1	emit_match_decl	header
src/gen/emit_dfa.c	683	686	4	4	1	emit_match_caps_decl	header
src/gen/emit_dfa.c	701	704	4	4	1	emit_info_decl	header
src/gen/emit_dfa.c	729	732	4	4	1	derived_name	header
src/gen/emit_dfa.c	1170	1173	4	4	1	emit_ncaps_macros	header
src/gen/emit_dfa.c	2366	2369	4	4	1	acc_cell	header
src/gen/emit_dfa.c	2377	2380	4	4	1	accw_cell	header
src/gen/emit_dfa.c	4636	4639	4	4	1	ofsk_at	header
src/gen/emit_dfa.c	4642	4645	4	4	1	ofsk_scan	header
src/gen/emit_dfa.c	4676	4679	4	4	1	ofsk_tbl_name	header
src/gen/emit_dfa.c	5220	5223	4	4	1	match_unwrapped_applies	header
src/gen/emit_dfa.c	5602	5605	4	4	1	edge_applies	header
src/gen/emit_dfa.c	5679	5682	4	4	1	scan_test_bitmap	header
src/gen/emit_dfa.c	5754	5757	4	4	1	scan_test	header
src/gen/emit_dfa.c	6095	6098	4	4	1	dfa_start_is_scan_head	header
src/gen/emit_dfa.c	7146	7149	4	4	1	pcrec_emit_c_string_literal	header
src/gen/emit_vm.c	872	875	4	4	1	vm_slot_mark	header
src/gen/emit_vm.c	1031	1034	4	4	1	vm_slot_ref	header
src/gen/emit_vm.c	1145	1155	11	4	1	vm_look_needs_mark	header
src/gen/emit_vm.c	1160	1170	11	4	1	vm_look_needs_pos	header
src/gen/emit_vm.c	1518	1521	4	4	1	vm_cuts	header
src/gen/emit_vm.c	1913	1916	4	4	1	vm_rev_canmove	banner
src/gen/emit_vm.c	3232	3235	4	4	1	vm_push	header
src/gen/emit_vm.c	3322	3325	4	4	1	vm_work	header
src/gen/emit_vm.c	7182	7185	4	4	1	vm_w_range	header
src/opt/altcls.c	516	519	4	4	1	pcrec_altcls	header
src/opt/callgraph.c	883	886	4	4	1	pcrec_callgraph_ntargets	header
src/opt/callgraph.c	889	892	4	4	1	pcrec_callgraph_target	header
src/opt/callgraph.c	895	898	4	4	1	pcrec_callgraph_body	header
src/opt/callgraph.c	901	904	4	4	1	pcrec_callgraph_index	header
src/opt/callgraph.c	907	910	4	4	1	pcrec_callgraph_reaches	header
src/opt/callgraph.c	914	917	4	4	1	pcrec_callgraph_spliced	header
src/opt/lower_enc.c	462	465	4	4	1	pcrec_pat_char	header
src/opt/possessify.c	117	120	4	4	1	bs_or	header
src/opt/possessify.c	760	763	4	4	1	pcrec_uniq_scratch	header
src/opt/possessify.c	767	770	4	4	1	pcrec_uniq_iteration	header
src/opt/prefix_k.c	125	128	4	4	1	pcrec_byte_freq_ppm	header
src/parse/definitions.c	113	116	4	4	1	pcrec_def_resolve	header
src/parse/enabled.c	55	58	4	4	1	pcrec_feature_enabled	header
src/parse/enabled.c	62	65	4	4	1	pcrec_enabled_mask	header
src/parse/enabled.c	70	73	4	4	1	pcrec_enabled_set_label	header
src/parse/enabled.c	77	80	4	4	1	pcrec_enabled_set_modules	header
src/parse/mod_lookaround.c	393	396	4	4	1	pcrec_lookaround_width_pending	header
src/parse/mod_modifiers.c	94	97	4	4	1	opt_a_sub	header
src/parse/mod_uprops.c	233	236	4	4	1	pcrec_uprops_row_count	header
src/parse/mod_uprops.c	252	255	4	4	1	pcrec_uprops_unicode_version	header
src/parse/mod_uprops.c	260	263	4	4	1	uprops_fold	header
src/parse/mod_verbs.c	255	258	4	4	1	pcrec_registry_verb_tables	header
src/parse/mod_verbs.c	264	267	4	4	1	pcrec_registry_verb_table	header
src/parse/parse.c	1598	1601	4	4	1	skip_quant_space	header
src/parse/parse.c	1926	1929	4	4	1	p_alt	header
src/parse/parse.c	1932	1935	4	4	1	pcrec_parse	header
src/parse/parse.c	2008	2011	4	4	1	pcrec_parse_body	header
src/parse/registry.c	1660	1665	6	4	1	pcrec_registry_posix_unknown_msg	header
src/parse/registry.c	1829	1832	4	4	1	pcrec_registry_find	header
src/parse/rxt_schema.c	49	52	4	4	1	pcrec_rxt_schema_nrows	header
src/parse/rxt_schema.c	84	87	4	4	1	pcrec_rxt_schema_prose_region	header
src/parse/rxt_schema.c	95	98	4	4	1	pcrec_rxt_schema_open_subtree	header
src/parse/rxt_source.c	106	109	4	4	1	line_value	header
src/parse/rxt_source.c	358	361	4	4	1	arena_strdup	header
src/gen/emit_dfa.c	4302	4303	2	2	1	view_end_and_eol_applies	header
src/gen/emit_dfa.c	4306	4307	2	2	1	view_end_only_applies	header
src/gen/emit_dfa.c	4309	4310	2	2	1	view_eol_only_applies	header
src/gen/emit_dfa.c	4388	4389	2	2	1	acc_viewed_applies	header
src/gen/emit_dfa.c	4478	4479	2	2	1	pf_memchr_bounded_applies	header
src/gen/emit_dfa.c	4481	4482	2	2	1	pf_memchr_applies	header
src/gen/emit_dfa.c	4484	4485	2	2	1	pf_bcls_bounded_applies	header
src/gen/emit_dfa.c	4487	4488	2	2	1	pf_bcls_applies	header
src/gen/emit_dfa.c	4659	4660	2	2	1	pf_ofs_bounded_applies	header
src/gen/emit_dfa.c	4662	4663	2	2	1	pf_ofs_applies	header
src/gen/emit_dfa.c	5245	5246	2	2	1	dfa_match_is_unwrapped	header
src/gen/emit_dfa.c	5458	5459	2	2	1	dfa_search_start_name	header
src/gen/emit_dfa.c	5463	5464	2	2	1	dfa_search_is_pinned	header
src/gen/emit_dfa.c	5504	5505	2	2	1	pcrec_dfa_axis_table_cands	header
src/gen/emit_dfa.c	5507	5508	2	2	1	pcrec_dfa_axis_prefilter_cands	header
src/gen/emit_dfa.c	5510	5511	2	2	1	pcrec_dfa_axis_view_cands	header
src/gen/emit_dfa.c	5513	5514	2	2	1	pcrec_dfa_axis_seed_cands	header
src/gen/emit_dfa.c	5516	5517	2	2	1	pcrec_dfa_axis_accept_cands	header
src/gen/emit_dfa.c	5522	5523	2	2	1	pcrec_dfa_axis_match_cands	header
src/gen/emit_dfa.c	5527	5528	2	2	1	pcrec_dfa_axis_searchstart_cands	header
src/gen/emit_dfa.c	5727	5728	2	2	1	dfa_scan_body_name	header
src/gen/emit_dfa.c	6129	6130	2	2	1	scan_label	header
src/opt/scanedge.c	266	267	2	2	1	acc_of	header
src/core/compile.c	225	225	1	1	1	emit_size_total	header
src/core/internal.h	1258	1258	1	1	1	cls_set	header
src/core/internal.h	1260	1260	1	1	1	cls_has	header
src/core/internal.h	1275	1275	1	1	1	fnv1a_32_init	header
src/core/internal.h	1279	1279	1	1	1	fnv1a_32_mix	header
src/core/sb.c	48	48	1	1	1	sb_muted	header
src/core/sb.c	52	52	1	1	1	pcrec_sb_comments	header
src/core/sb.c	56	56	1	1	1	pcrec_sb_len_uncut	header
src/gen/emit_dfa.c	739	739	1	1	1	engine_entry_name	header
src/gen/emit_dfa.c	745	745	1	1	1	match_entry_name	header
src/gen/emit_dfa.c	749	749	1	1	1	match_caps_entry_name	header
src/gen/emit_dfa.c	753	753	1	1	1	info_entry_name	header
src/gen/emit_dfa.c	3476	3476	1	1	1	legend_extra_escape	header
src/gen/emit_dfa.c	3874	3874	1	1	1	cand_always	header
src/gen/emit_dfa.c	3880	3880	1	1	1	repr_premul_applies	header
src/gen/emit_dfa.c	3883	3883	1	1	1	cell_premul	header
src/gen/emit_dfa.c	3885	3885	1	1	1	cell_indexed	header
src/gen/emit_dfa.c	4323	4323	1	1	1	seed_applies	header
src/gen/emit_dfa.c	4384	4384	1	1	1	acc_by_class_applies	header
src/gen/emit_dfa.c	5241	5241	1	1	1	dfa_match_name	header
src/gen/emit_dfa.c	5723	5723	1	1	1	dfa_edge_taken	header
src/gen/emit_vm.c	835	835	1	1	1	vm_label	header
src/gen/emit_vm.c	864	864	1	1	1	vm_slot_guard	header
src/gen/emit_vm.c	867	867	1	1	1	vm_slot_low	header
src/opt/possessify.c	112	112	1	1	1	bs_clear	header
src/opt/possessify.c	114	114	1	1	1	bs_all	header
src/opt/scanedge.c	246	246	1	1	1	member_ok	header
src/parse/mod_backrefs.c	252	252	1	1	1	br_brace_space	header
src/parse/parse.c	41	41	1	1	1	at_end	header
src/parse/parse.c	43	43	1	1	1	peekc	header
src/parse/parse.c	45	45	1	1	1	peekc2	header
src/parse/parse.c	47	47	1	1	1	nextc	header
src/parse/parse.c	60	60	1	1	1	pcrec_ast_node	header
src/parse/parse.c	530	530	1	1	1	cls_universe	header
src/parse/parse.c	578	578	1	1	1	pcrec_ast_char	header
